"","Contract.Number","Plan.ID","SSA.State.County.Code","FIPS.State.County.Code","State","County","Enrollment","Year"
"1316","S5921",348,7030,9007,"CT","Middlesex",931,"2020"
"1317","S5921",348,7040,9009,"CT","New Haven",4762,"2020"
"1318","S5921",348,7050,9011,"CT","New London",1821,"2020"
"1319","S5921",348,7060,9013,"CT","Tolland",723,"2020"
"1320","S5921",348,7070,9015,"CT","Windham",821,"2020"
"1321","S5921",385,7000,9001,"CT","Fairfield",3492,"2020"
"1322","S5921",385,7010,9003,"CT","Hartford",2167,"2020"
"1323","S5921",385,7020,9005,"CT","Litchfield",671,"2020"
"1324","S5921",385,7030,9007,"CT","Middlesex",570,"2020"
"1325","S5921",385,7040,9009,"CT","New Haven",2026,"2020"
"1326","S5921",385,7050,9011,"CT","New London",646,"2020"
"1327","S5921",385,7060,9013,"CT","Tolland",429,"2020"
"1328","S5921",385,7070,9015,"CT","Windham",245,"2020"
"1329","S5921",802,7040,9009,"CT","New Haven",40,"2020"
"1330","S5960",801,7000,9001,"CT","Fairfield",34,"2020"
"1331","S5960",801,7040,9009,"CT","New Haven",21,"2020"
"1332","S5966",803,7000,9001,"CT","Fairfield",360,"2020"
"1333","S5966",803,7010,9003,"CT","Hartford",45,"2020"
"1334","S5966",803,7020,9005,"CT","Litchfield",49,"2020"
"1335","S5966",803,7030,9007,"CT","Middlesex",19,"2020"
"1336","S5966",803,7040,9009,"CT","New Haven",106,"2020"
"1337","S5966",803,7050,9011,"CT","New London",15,"2020"
"1338","S5983",4,7000,9001,"CT","Fairfield",54,"2020"
"1339","S5983",4,7010,9003,"CT","Hartford",17,"2020"
"1340","S5983",4,7040,9009,"CT","New Haven",31,"2020"
"1341","S7126",2,7000,9001,"CT","Fairfield",89,"2020"
"1342","S7126",2,7010,9003,"CT","Hartford",38,"2020"
"1343","S7126",2,7020,9005,"CT","Litchfield",23,"2020"
"1344","S7126",2,7040,9009,"CT","New Haven",65,"2020"
"1345","S7126",2,7050,9011,"CT","New London",13,"2020"
"1346","S7126",2,7070,9015,"CT","Windham",14,"2020"
"1347","S7126",35,7000,9001,"CT","Fairfield",465,"2020"
"1348","S7126",35,7010,9003,"CT","Hartford",279,"2020"
"1349","S7126",35,7020,9005,"CT","Litchfield",108,"2020"
"1350","S7126",35,7030,9007,"CT","Middlesex",95,"2020"
"1351","S7126",35,7040,9009,"CT","New Haven",368,"2020"
"1352","S7126",35,7050,9011,"CT","New London",103,"2020"
"1353","S7126",35,7060,9013,"CT","Tolland",44,"2020"
"1354","S7126",35,7070,9015,"CT","Windham",51,"2020"
"1355","S7694",2,7000,9001,"CT","Fairfield",4128,"2020"
"1356","S7694",2,7010,9003,"CT","Hartford",2486,"2020"
"1357","S7694",2,7020,9005,"CT","Litchfield",959,"2020"
"1358","S7694",2,7030,9007,"CT","Middlesex",461,"2020"
"1359","S7694",2,7040,9009,"CT","New Haven",3047,"2020"
"1360","S7694",2,7050,9011,"CT","New London",1074,"2020"
"1361","S7694",2,7060,9013,"CT","Tolland",325,"2020"
"1362","S7694",2,7070,9015,"CT","Windham",477,"2020"
"1363","S7694",3,7000,9001,"CT","Fairfield",13,"2020"
"1364","S7694",803,7000,9001,"CT","Fairfield",172,"2020"
"1365","S7694",803,7010,9003,"CT","Hartford",34,"2020"
"1366","S7694",803,7020,9005,"CT","Litchfield",23,"2020"
"1367","S7694",803,7030,9007,"CT","Middlesex",23,"2020"
"1368","S7694",803,7040,9009,"CT","New Haven",142,"2020"
"1369","S7694",803,7050,9011,"CT","New London",22,"2020"
"1370","S7694",805,7000,9001,"CT","Fairfield",41,"2020"
"1371","S8841",803,7000,9001,"CT","Fairfield",136,"2020"
"1372","S8841",803,7010,9003,"CT","Hartford",100,"2020"
"1373","S8841",803,7020,9005,"CT","Litchfield",44,"2020"
"1374","S8841",803,7030,9007,"CT","Middlesex",35,"2020"
"1375","S8841",803,7040,9009,"CT","New Haven",107,"2020"
"1376","S8841",803,7050,9011,"CT","New London",81,"2020"
"1377","S8841",803,7060,9013,"CT","Tolland",20,"2020"
"1378","S8841",810,7000,9001,"CT","Fairfield",13,"2020"
"1379","S9701",801,7000,9001,"CT","Fairfield",107,"2020"
"1380","S9701",801,7020,9005,"CT","Litchfield",15,"2020"
"1381","S9701",801,7040,9009,"CT","New Haven",28,"2020"
"1382","S9701",803,7000,9001,"CT","Fairfield",41,"2020"
"1383","S9701",807,7000,9001,"CT","Fairfield",39,"2020"
"1384","S9701",807,7020,9005,"CT","Litchfield",12,"2020"
"1385","S9701",807,7040,9009,"CT","New Haven",20,"2020"
"1386","E0654",801,7000,9001,"CT","Fairfield",73,"2021"
"1387","E0654",801,7010,9003,"CT","Hartford",65,"2021"
"1388","E0654",801,7020,9005,"CT","Litchfield",30,"2021"
"1389","E0654",801,7030,9007,"CT","Middlesex",12,"2021"
"1390","E0654",801,7040,9009,"CT","New Haven",120,"2021"
"1391","E0654",801,7050,9011,"CT","New London",37,"2021"
"1392","E0654",801,7060,9013,"CT","Tolland",16,"2021"
"1393","E0654",801,7070,9015,"CT","Windham",25,"2021"
"1394","H0271",14,7000,9001,"CT","Fairfield",6190,"2021"
"1395","H0271",14,7010,9003,"CT","Hartford",11386,"2021"
"1396","H0271",14,7020,9005,"CT","Litchfield",1569,"2021"
"1397","H0271",14,7030,9007,"CT","Middlesex",1453,"2021"
"1398","H0271",14,7040,9009,"CT","New Haven",9548,"2021"
"1399","H0271",14,7050,9011,"CT","New London",2629,"2021"
"1400","H0271",14,7060,9013,"CT","Tolland",1088,"2021"
"1401","H0271",14,7070,9015,"CT","Windham",1456,"2021"
"1402","H0342",1,7010,9003,"CT","Hartford",72,"2021"
"1403","H0342",1,7040,9009,"CT","New Haven",18,"2021"
"1404","H0342",1,7050,9011,"CT","New London",26,"2021"
"1405","H0342",1,7060,9013,"CT","Tolland",22,"2021"
"1406","H0710",26,7000,9001,"CT","Fairfield",602,"2021"
"1407","H0710",26,7010,9003,"CT","Hartford",1333,"2021"
"1408","H0710",26,7020,9005,"CT","Litchfield",188,"2021"
"1409","H0710",26,7030,9007,"CT","Middlesex",254,"2021"
"1410","H0710",26,7040,9009,"CT","New Haven",501,"2021"
"1411","H0710",26,7050,9011,"CT","New London",117,"2021"
"1412","H0710",26,7060,9013,"CT","Tolland",116,"2021"
"1413","H0710",26,7070,9015,"CT","Windham",100,"2021"
"1414","H0712",5,7000,9001,"CT","Fairfield",1211,"2021"
"1415","H0712",5,7010,9003,"CT","Hartford",1550,"2021"
"1416","H0712",5,7020,9005,"CT","Litchfield",78,"2021"
"1417","H0712",5,7030,9007,"CT","Middlesex",90,"2021"
"1418","H0712",5,7040,9009,"CT","New Haven",796,"2021"
"1419","H0712",5,7050,9011,"CT","New London",176,"2021"
"1420","H0712",5,7060,9013,"CT","Tolland",54,"2021"
"1421","H0712",5,7070,9015,"CT","Windham",68,"2021"
"1422","H0712",19,7000,9001,"CT","Fairfield",117,"2021"
"1423","H0712",19,7010,9003,"CT","Hartford",402,"2021"
"1424","H0712",19,7020,9005,"CT","Litchfield",29,"2021"
"1425","H0712",19,7030,9007,"CT","Middlesex",20,"2021"
"1426","H0712",19,7040,9009,"CT","New Haven",942,"2021"
"1427","H0712",19,7050,9011,"CT","New London",63,"2021"
"1428","H0712",19,7060,9013,"CT","Tolland",47,"2021"
"1429","H0712",20,7000,9001,"CT","Fairfield",472,"2021"
"1430","H0712",20,7010,9003,"CT","Hartford",437,"2021"
"1431","H0712",20,7020,9005,"CT","Litchfield",42,"2021"
"1432","H0712",20,7030,9007,"CT","Middlesex",34,"2021"
"1433","H0712",20,7040,9009,"CT","New Haven",273,"2021"
"1434","H0712",20,7050,9011,"CT","New London",54,"2021"
"1435","H0712",20,7060,9013,"CT","Tolland",76,"2021"
"1436","H0712",29,7000,9001,"CT","Fairfield",257,"2021"
"1437","H0712",29,7010,9003,"CT","Hartford",372,"2021"
"1438","H0712",29,7020,9005,"CT","Litchfield",32,"2021"
"1439","H0712",29,7030,9007,"CT","Middlesex",31,"2021"
"1440","H0712",29,7040,9009,"CT","New Haven",521,"2021"
"1441","H0712",29,7050,9011,"CT","New London",87,"2021"
"1442","H0712",29,7060,9013,"CT","Tolland",21,"2021"
"1443","H0712",29,7070,9015,"CT","Windham",25,"2021"
"1444","H0755",30,7000,9001,"CT","Fairfield",1679,"2021"
"1445","H0755",30,7010,9003,"CT","Hartford",1828,"2021"
"1446","H0755",30,7020,9005,"CT","Litchfield",204,"2021"
"1447","H0755",30,7030,9007,"CT","Middlesex",200,"2021"
"1448","H0755",30,7040,9009,"CT","New Haven",1110,"2021"
"1449","H0755",30,7050,9011,"CT","New London",255,"2021"
"1450","H0755",30,7060,9013,"CT","Tolland",211,"2021"
"1451","H0755",30,7070,9015,"CT","Windham",177,"2021"
"1452","H0755",31,7000,9001,"CT","Fairfield",4092,"2021"
"1453","H0755",31,7010,9003,"CT","Hartford",7443,"2021"
"1454","H0755",31,7020,9005,"CT","Litchfield",900,"2021"
"1455","H0755",31,7030,9007,"CT","Middlesex",884,"2021"
"1456","H0755",31,7040,9009,"CT","New Haven",3126,"2021"
"1457","H0755",31,7050,9011,"CT","New London",1674,"2021"
"1458","H0755",31,7060,9013,"CT","Tolland",1332,"2021"
"1459","H0755",31,7070,9015,"CT","Windham",869,"2021"
"1460","H0755",32,7000,9001,"CT","Fairfield",131,"2021"
"1461","H0755",32,7010,9003,"CT","Hartford",197,"2021"
"1462","H0755",32,7020,9005,"CT","Litchfield",57,"2021"
"1463","H0755",32,7030,9007,"CT","Middlesex",39,"2021"
"1464","H0755",32,7040,9009,"CT","New Haven",143,"2021"
"1465","H0755",32,7050,9011,"CT","New London",89,"2021"
"1466","H0755",32,7060,9013,"CT","Tolland",28,"2021"
"1467","H0755",32,7070,9015,"CT","Windham",27,"2021"
"1468","H0755",33,7000,9001,"CT","Fairfield",4182,"2021"
"1469","H0755",33,7010,9003,"CT","Hartford",7128,"2021"
"1470","H0755",33,7020,9005,"CT","Litchfield",1220,"2021"
"1471","H0755",33,7030,9007,"CT","Middlesex",1306,"2021"
"1472","H0755",33,7040,9009,"CT","New Haven",4423,"2021"
"1473","H0755",33,7050,9011,"CT","New London",2060,"2021"
"1474","H0755",33,7060,9013,"CT","Tolland",1324,"2021"
"1475","H0755",33,7070,9015,"CT","Windham",967,"2021"
"1476","H0755",810,7000,9001,"CT","Fairfield",27,"2021"
"1477","H0755",810,7010,9003,"CT","Hartford",16,"2021"
"1478","H0755",810,7040,9009,"CT","New Haven",25,"2021"
"1479","H1666",801,7000,9001,"CT","Fairfield",15,"2021"
"1480","H1914",1,7000,9001,"CT","Fairfield",969,"2021"
"1481","H1914",1,7010,9003,"CT","Hartford",1116,"2021"
"1482","H1914",1,7020,9005,"CT","Litchfield",275,"2021"
"1483","H1914",1,7030,9007,"CT","Middlesex",210,"2021"
"1484","H1914",1,7040,9009,"CT","New Haven",1219,"2021"
"1485","H1914",1,7050,9011,"CT","New London",374,"2021"
"1486","H1914",1,7060,9013,"CT","Tolland",181,"2021"
"1487","H1914",1,7070,9015,"CT","Windham",108,"2021"
"1488","H1914",2,7000,9001,"CT","Fairfield",408,"2021"
"1489","H1914",2,7010,9003,"CT","Hartford",448,"2021"
"1490","H1914",2,7020,9005,"CT","Litchfield",98,"2021"
"1491","H1914",2,7030,9007,"CT","Middlesex",77,"2021"
"1492","H1914",2,7040,9009,"CT","New Haven",450,"2021"
"1493","H1914",2,7050,9011,"CT","New London",179,"2021"
"1494","H1914",2,7060,9013,"CT","Tolland",72,"2021"
"1495","H1914",2,7070,9015,"CT","Windham",62,"2021"
"1496","H1914",3,7000,9001,"CT","Fairfield",25,"2021"
"1497","H1914",3,7010,9003,"CT","Hartford",25,"2021"
"1498","H1914",3,7020,9005,"CT","Litchfield",12,"2021"
"1499","H1914",3,7040,9009,"CT","New Haven",24,"2021"
"1500","H1914",3,7050,9011,"CT","New London",20,"2021"
"1501","H2001",816,7000,9001,"CT","Fairfield",332,"2021"
"1502","H2001",816,7010,9003,"CT","Hartford",599,"2021"
"1503","H2001",816,7020,9005,"CT","Litchfield",140,"2021"
"1504","H2001",816,7030,9007,"CT","Middlesex",68,"2021"
"1505","H2001",816,7040,9009,"CT","New Haven",456,"2021"
"1506","H2001",816,7050,9011,"CT","New London",92,"2021"
"1507","H2001",816,7060,9013,"CT","Tolland",79,"2021"
"1508","H2001",816,7070,9015,"CT","Windham",53,"2021"
"1509","H2001",817,7000,9001,"CT","Fairfield",1220,"2021"
"1510","H2001",817,7010,9003,"CT","Hartford",805,"2021"
"1511","H2001",817,7020,9005,"CT","Litchfield",151,"2021"
"1512","H2001",817,7030,9007,"CT","Middlesex",254,"2021"
"1513","H2001",817,7040,9009,"CT","New Haven",767,"2021"
"1514","H2001",817,7050,9011,"CT","New London",1237,"2021"
"1515","H2001",817,7060,9013,"CT","Tolland",117,"2021"
"1516","H2001",817,7070,9015,"CT","Windham",106,"2021"
"1517","H2001",823,7000,9001,"CT","Fairfield",26,"2021"
"1518","H2001",823,7040,9009,"CT","New Haven",11,"2021"
"1519","H2001",836,7010,9003,"CT","Hartford",17,"2021"
"1520","H2001",836,7040,9009,"CT","New Haven",13,"2021"
"1521","H2001",837,7000,9001,"CT","Fairfield",302,"2021"
"1522","H2001",837,7010,9003,"CT","Hartford",382,"2021"
"1523","H2001",837,7020,9005,"CT","Litchfield",122,"2021"
"1524","H2001",837,7030,9007,"CT","Middlesex",155,"2021"
"1525","H2001",837,7040,9009,"CT","New Haven",692,"2021"
"1526","H2001",837,7050,9011,"CT","New London",164,"2021"
"1527","H2001",837,7060,9013,"CT","Tolland",61,"2021"
"1528","H2001",837,7070,9015,"CT","Windham",45,"2021"
"1529","H2001",838,7000,9001,"CT","Fairfield",2954,"2021"
"1530","H2001",838,7010,9003,"CT","Hartford",12249,"2021"
"1531","H2001",838,7020,9005,"CT","Litchfield",2306,"2021"
"1532","H2001",838,7030,9007,"CT","Middlesex",3122,"2021"
"1533","H2001",838,7040,9009,"CT","New Haven",7077,"2021"
"1534","H2001",838,7050,9011,"CT","New London",3852,"2021"
"1535","H2001",838,7060,9013,"CT","Tolland",3334,"2021"
"1536","H2001",838,7070,9015,"CT","Windham",2398,"2021"
"1537","H2001",840,7000,9001,"CT","Fairfield",103,"2021"
"1538","H2001",840,7010,9003,"CT","Hartford",44,"2021"
"1539","H2001",840,7040,9009,"CT","New Haven",19,"2021"
"1540","H2001",847,7000,9001,"CT","Fairfield",1285,"2021"
"1541","H2001",847,7010,9003,"CT","Hartford",2025,"2021"
"1542","H2001",847,7020,9005,"CT","Litchfield",256,"2021"
"1543","H2001",847,7030,9007,"CT","Middlesex",355,"2021"
"1544","H2001",847,7040,9009,"CT","New Haven",902,"2021"
"1545","H2001",847,7050,9011,"CT","New London",289,"2021"
"1546","H2001",847,7060,9013,"CT","Tolland",319,"2021"
"1547","H2001",847,7070,9015,"CT","Windham",187,"2021"
"1548","H2001",857,7000,9001,"CT","Fairfield",12,"2021"
"1549","H2001",857,7010,9003,"CT","Hartford",17,"2021"
"1550","H2001",857,7040,9009,"CT","New Haven",19,"2021"
"1551","H2836",5,7000,9001,"CT","Fairfield",347,"2021"
"1552","H2836",5,7010,9003,"CT","Hartford",402,"2021"
"1553","H2836",5,7020,9005,"CT","Litchfield",82,"2021"
"1554","H2836",5,7030,9007,"CT","Middlesex",89,"2021"
"1555","H2836",5,7040,9009,"CT","New Haven",356,"2021"
"1556","H2836",5,7050,9011,"CT","New London",178,"2021"
"1557","H2836",5,7060,9013,"CT","Tolland",77,"2021"
"1558","H2836",5,7070,9015,"CT","Windham",57,"2021"
"1559","H3276",1,7000,9001,"CT","Fairfield",416,"2021"
"1560","H3276",1,7010,9003,"CT","Hartford",933,"2021"
"1561","H3276",1,7020,9005,"CT","Litchfield",40,"2021"
"1562","H3276",1,7030,9007,"CT","Middlesex",36,"2021"
"1563","H3276",1,7040,9009,"CT","New Haven",510,"2021"
"1564","H3276",1,7050,9011,"CT","New London",54,"2021"
"1565","H3276",1,7060,9013,"CT","Tolland",28,"2021"
"1566","H3276",1,7070,9015,"CT","Windham",36,"2021"
"1567","H3276",2,7000,9001,"CT","Fairfield",178,"2021"
"1568","H3276",2,7010,9003,"CT","Hartford",168,"2021"
"1569","H3276",2,7020,9005,"CT","Litchfield",21,"2021"
"1570","H3276",2,7030,9007,"CT","Middlesex",25,"2021"
"1571","H3276",2,7040,9009,"CT","New Haven",143,"2021"
"1572","H3276",2,7050,9011,"CT","New London",56,"2021"
"1573","H3276",2,7060,9013,"CT","Tolland",12,"2021"
"1574","H3276",2,7070,9015,"CT","Windham",30,"2021"
"1575","H3442",1,7000,9001,"CT","Fairfield",3858,"2021"
"1576","H3442",1,7010,9003,"CT","Hartford",5244,"2021"
"1577","H3442",1,7020,9005,"CT","Litchfield",992,"2021"
"1578","H3442",1,7030,9007,"CT","Middlesex",1367,"2021"
"1579","H3442",1,7040,9009,"CT","New Haven",3840,"2021"
"1580","H3442",1,7050,9011,"CT","New London",1910,"2021"
"1581","H3442",1,7060,9013,"CT","Tolland",840,"2021"
"1582","H3442",1,7070,9015,"CT","Windham",1039,"2021"
"1583","H3528",3,7000,9001,"CT","Fairfield",152,"2021"
"1584","H3528",3,7010,9003,"CT","Hartford",327,"2021"
"1585","H3528",3,7020,9005,"CT","Litchfield",78,"2021"
"1586","H3528",3,7030,9007,"CT","Middlesex",177,"2021"
"1587","H3528",3,7040,9009,"CT","New Haven",352,"2021"
"1588","H3528",3,7050,9011,"CT","New London",112,"2021"
"1589","H3528",3,7060,9013,"CT","Tolland",72,"2021"
"1590","H3528",3,7070,9015,"CT","Windham",59,"2021"
"1591","H3528",6,7000,9001,"CT","Fairfield",109,"2021"
"1592","H3528",6,7010,9003,"CT","Hartford",85,"2021"
"1593","H3528",6,7020,9005,"CT","Litchfield",25,"2021"
"1594","H3528",6,7030,9007,"CT","Middlesex",24,"2021"
"1595","H3528",6,7040,9009,"CT","New Haven",66,"2021"
"1596","H3528",6,7050,9011,"CT","New London",25,"2021"
"1597","H3528",6,7060,9013,"CT","Tolland",16,"2021"
"1598","H3528",10,7000,9001,"CT","Fairfield",351,"2021"
"1599","H3528",10,7010,9003,"CT","Hartford",3273,"2021"
"1600","H3528",10,7020,9005,"CT","Litchfield",483,"2021"
"1601","H3528",10,7030,9007,"CT","Middlesex",1296,"2021"
"1602","H3528",10,7040,9009,"CT","New Haven",1262,"2021"
"1603","H3528",10,7050,9011,"CT","New London",843,"2021"
"1604","H3528",10,7060,9013,"CT","Tolland",508,"2021"
"1605","H3528",10,7070,9015,"CT","Windham",361,"2021"
"1606","H3528",11,7000,9001,"CT","Fairfield",2076,"2021"
"1607","H3528",11,7010,9003,"CT","Hartford",3597,"2021"
"1608","H3528",11,7020,9005,"CT","Litchfield",768,"2021"
"1609","H3528",11,7030,9007,"CT","Middlesex",1624,"2021"
"1610","H3528",11,7040,9009,"CT","New Haven",3923,"2021"
"1611","H3528",11,7050,9011,"CT","New London",1186,"2021"
"1612","H3528",11,7060,9013,"CT","Tolland",743,"2021"
"1613","H3528",11,7070,9015,"CT","Windham",428,"2021"
"1614","H3528",14,7000,9001,"CT","Fairfield",1338,"2021"
"1615","H3528",14,7010,9003,"CT","Hartford",3902,"2021"
"1616","H3528",14,7020,9005,"CT","Litchfield",835,"2021"
"1617","H3528",14,7030,9007,"CT","Middlesex",1235,"2021"
"1618","H3528",14,7040,9009,"CT","New Haven",2939,"2021"
"1619","H3528",14,7050,9011,"CT","New London",1095,"2021"
"1620","H3528",14,7060,9013,"CT","Tolland",959,"2021"
"1621","H3528",14,7070,9015,"CT","Windham",317,"2021"
"1622","H3528",15,7000,9001,"CT","Fairfield",14,"2021"
"1623","H3528",15,7010,9003,"CT","Hartford",483,"2021"
"1624","H3528",15,7020,9005,"CT","Litchfield",100,"2021"
"1625","H3528",15,7030,9007,"CT","Middlesex",185,"2021"
"1626","H3528",15,7040,9009,"CT","New Haven",587,"2021"
"1627","H3528",15,7050,9011,"CT","New London",136,"2021"
"1628","H3528",15,7060,9013,"CT","Tolland",78,"2021"
"1629","H3528",15,7070,9015,"CT","Windham",32,"2021"
"1630","H3528",16,7010,9003,"CT","Hartford",509,"2021"
"1631","H3528",16,7020,9005,"CT","Litchfield",94,"2021"
"1632","H3528",16,7030,9007,"CT","Middlesex",166,"2021"
"1633","H3528",16,7040,9009,"CT","New Haven",578,"2021"
"1634","H3528",16,7050,9011,"CT","New London",100,"2021"
"1635","H3528",16,7060,9013,"CT","Tolland",90,"2021"
"1636","H3528",16,7070,9015,"CT","Windham",41,"2021"
"1637","H3528",17,7000,9001,"CT","Fairfield",30,"2021"
"1638","H3528",17,7010,9003,"CT","Hartford",90,"2021"
"1639","H3528",17,7020,9005,"CT","Litchfield",11,"2021"
"1640","H3528",17,7030,9007,"CT","Middlesex",17,"2021"
"1641","H3528",17,7040,9009,"CT","New Haven",77,"2021"
"1642","H3528",17,7050,9011,"CT","New London",28,"2021"
"1643","H3528",801,7000,9001,"CT","Fairfield",29,"2021"
"1644","H3528",801,7040,9009,"CT","New Haven",258,"2021"
"1645","H3528",806,7000,9001,"CT","Fairfield",22,"2021"
"1646","H3528",806,7010,9003,"CT","Hartford",105,"2021"
"1647","H3528",806,7020,9005,"CT","Litchfield",65,"2021"
"1648","H3528",806,7030,9007,"CT","Middlesex",41,"2021"
"1649","H3528",806,7040,9009,"CT","New Haven",53,"2021"
"1650","H3528",806,7050,9011,"CT","New London",14,"2021"
"1651","H3528",806,7060,9013,"CT","Tolland",25,"2021"
"1652","H3916",802,7010,9003,"CT","Hartford",13,"2021"
"1653","H3916",802,7030,9007,"CT","Middlesex",25,"2021"
"1654","H3916",802,7040,9009,"CT","New Haven",258,"2021"
"1655","H4003",34,7040,9009,"CT","New Haven",19,"2021"
"1656","H4036",801,7000,9001,"CT","Fairfield",89,"2021"
"1657","H4036",801,7010,9003,"CT","Hartford",85,"2021"
"1658","H4036",801,7020,9005,"CT","Litchfield",19,"2021"
"1659","H4036",801,7030,9007,"CT","Middlesex",52,"2021"
"1660","H4036",801,7040,9009,"CT","New Haven",1096,"2021"
"1661","H4036",801,7050,9011,"CT","New London",15,"2021"
"1662","H4036",802,7000,9001,"CT","Fairfield",5167,"2021"
"1663","H4036",802,7010,9003,"CT","Hartford",5077,"2021"
"1664","H4036",802,7020,9005,"CT","Litchfield",1451,"2021"
"1665","H4036",802,7030,9007,"CT","Middlesex",1565,"2021"
"1666","H4036",802,7040,9009,"CT","New Haven",4777,"2021"
"1667","H4036",802,7050,9011,"CT","New London",3144,"2021"
"1668","H4036",802,7060,9013,"CT","Tolland",1085,"2021"
"1669","H4036",802,7070,9015,"CT","Windham",684,"2021"
"1670","H5216",805,7000,9001,"CT","Fairfield",55,"2021"
"1671","H5216",805,7010,9003,"CT","Hartford",106,"2021"
"1672","H5216",805,7020,9005,"CT","Litchfield",129,"2021"
"1673","H5216",805,7030,9007,"CT","Middlesex",42,"2021"
"1674","H5216",805,7040,9009,"CT","New Haven",79,"2021"
"1675","H5216",805,7050,9011,"CT","New London",20,"2021"
"1676","H5216",805,7060,9013,"CT","Tolland",20,"2021"
"1677","H5216",805,7070,9015,"CT","Windham",11,"2021"
"1678","H5216",806,7000,9001,"CT","Fairfield",54,"2021"
"1679","H5216",806,7010,9003,"CT","Hartford",73,"2021"
"1680","H5216",806,7020,9005,"CT","Litchfield",11,"2021"
"1681","H5216",806,7030,9007,"CT","Middlesex",18,"2021"
"1682","H5216",806,7040,9009,"CT","New Haven",46,"2021"
"1683","H5273",1,7010,9003,"CT","Hartford",1122,"2021"
"1684","H5273",1,7020,9005,"CT","Litchfield",118,"2021"
"1685","H5273",1,7030,9007,"CT","Middlesex",59,"2021"
"1686","H5273",1,7040,9009,"CT","New Haven",254,"2021"
"1687","H5273",1,7050,9011,"CT","New London",239,"2021"
"1688","H5273",1,7060,9013,"CT","Tolland",281,"2021"
"1689","H5273",1,7070,9015,"CT","Windham",119,"2021"
"1690","H5273",2,7010,9003,"CT","Hartford",139,"2021"
"1691","H5273",2,7020,9005,"CT","Litchfield",11,"2021"
"1692","H5273",2,7040,9009,"CT","New Haven",46,"2021"
"1693","H5273",2,7050,9011,"CT","New London",47,"2021"
"1694","H5273",2,7060,9013,"CT","Tolland",37,"2021"
"1695","H5273",2,7070,9015,"CT","Windham",16,"2021"
"1696","H5273",3,7010,9003,"CT","Hartford",92,"2021"
"1697","H5273",3,7040,9009,"CT","New Haven",21,"2021"
"1698","H5273",3,7050,9011,"CT","New London",24,"2021"
"1699","H5273",3,7060,9013,"CT","Tolland",16,"2021"
"1700","H5273",3,7070,9015,"CT","Windham",22,"2021"
"1701","H5521",13,7000,9001,"CT","Fairfield",834,"2021"
"1702","H5521",13,7010,9003,"CT","Hartford",439,"2021"
"1703","H5521",13,7020,9005,"CT","Litchfield",221,"2021"
"1704","H5521",13,7030,9007,"CT","Middlesex",37,"2021"
"1705","H5521",13,7040,9009,"CT","New Haven",807,"2021"
"1706","H5521",13,7050,9011,"CT","New London",47,"2021"
"1707","H5521",13,7060,9013,"CT","Tolland",54,"2021"
"1708","H5521",13,7070,9015,"CT","Windham",19,"2021"
"1709","H5521",157,7000,9001,"CT","Fairfield",9727,"2021"
"1710","H5521",157,7010,9003,"CT","Hartford",7879,"2021"
"1711","H5521",157,7020,9005,"CT","Litchfield",3475,"2021"
"1712","H5521",157,7030,9007,"CT","Middlesex",1337,"2021"
"1713","H5521",157,7040,9009,"CT","New Haven",12480,"2021"
"1714","H5521",157,7050,9011,"CT","New London",1274,"2021"
"1715","H5521",157,7060,9013,"CT","Tolland",1232,"2021"
"1716","H5521",157,7070,9015,"CT","Windham",738,"2021"
"1717","H5521",272,7040,9009,"CT","New Haven",20,"2021"
"1718","H5521",801,7000,9001,"CT","Fairfield",1199,"2021"
"1719","H5521",801,7010,9003,"CT","Hartford",584,"2021"
"1720","H5521",801,7020,9005,"CT","Litchfield",247,"2021"
"1721","H5521",801,7030,9007,"CT","Middlesex",297,"2021"
"1722","H5521",801,7040,9009,"CT","New Haven",3938,"2021"
"1723","H5521",801,7050,9011,"CT","New London",168,"2021"
"1724","H5521",801,7060,9013,"CT","Tolland",40,"2021"
"1725","H5521",801,7070,9015,"CT","Windham",39,"2021"
"1726","H5521",802,7000,9001,"CT","Fairfield",1036,"2021"
"1727","H5521",802,7010,9003,"CT","Hartford",1901,"2021"
"1728","H5521",802,7020,9005,"CT","Litchfield",203,"2021"
"1729","H5521",802,7030,9007,"CT","Middlesex",281,"2021"
"1730","H5521",802,7040,9009,"CT","New Haven",652,"2021"
"1731","H5521",802,7050,9011,"CT","New London",331,"2021"
"1732","H5521",802,7060,9013,"CT","Tolland",292,"2021"
"1733","H5521",802,7070,9015,"CT","Windham",156,"2021"
"1734","H5793",1,7000,9001,"CT","Fairfield",219,"2021"
"1735","H5793",1,7010,9003,"CT","Hartford",627,"2021"
"1736","H5793",1,7020,9005,"CT","Litchfield",316,"2021"
"1737","H5793",1,7040,9009,"CT","New Haven",229,"2021"
"1738","H5793",1,7060,9013,"CT","Tolland",52,"2021"
"1739","H5793",10,7000,9001,"CT","Fairfield",1245,"2021"
"1740","H5793",10,7010,9003,"CT","Hartford",907,"2021"
"1741","H5793",10,7020,9005,"CT","Litchfield",338,"2021"
"1742","H5793",10,7030,9007,"CT","Middlesex",44,"2021"
"1743","H5793",10,7040,9009,"CT","New Haven",1904,"2021"
"1744","H5793",10,7050,9011,"CT","New London",89,"2021"
"1745","H5793",10,7060,9013,"CT","Tolland",102,"2021"
"1746","H5793",10,7070,9015,"CT","Windham",33,"2021"
"1747","H5793",12,7000,9001,"CT","Fairfield",312,"2021"
